RSI,MACD,EMA20,SMA50,ADX,ATR,WILLR,ROC,Target
0.7322438219141654,0.20023869358689836,-1.2318151787135059,-1.3605951600302433,0.031396383239370135,-1.4851931518317851,0.7617295646730936,0.41277410346891796,0
-0.06797585321242046,0.15849109781952828,-1.233442301686196,-1.3489175122825734,-0.11033583612684836,-1.2119136081492532,-0.1781082721542523,-0.10236970076443724,0
-0.7539448996122672,0.03883503180992726,-1.2521096846955888,-1.3419034876195968,-0.16318911816556614,-0.831162082925671,-0.9119319418754804,-0.20364513671510714,1
-0.6802740928131715,-0.04924364723300337,-1.2674974315060592,-1.3336823280696872,-0.23536578191229843,-0.9848568425165967,-0.8275694730493554,-0.09987286552639346,1
-0.47502359427709995,-0.09862983206159696,-1.2772648223172292,-1.3253707900301253,-0.34239534908117625,-1.0725996903451203,-0.5941720678695629,0.04526574893548485,0
-0.5139915094133876,-0.14205854961324518,-1.287053022646035,-1.318755568831256,-0.4437279977653437,-1.188341982023543,-0.6475962062202889,-0.13670769989855608,0
-0.6579382177775904,-0.1925412698212405,-1.2993630986824651,-1.3144322843000036,-0.49448375908939507,-1.3071691853710374,-0.8416280761073256,-0.5152840575739353,0
-0.78954415108147,-0.24675355811981906,-1.313704541228645,-1.3104918806413703,-0.5383456935474539,-1.4288628958900518,-1.02159772611029,-0.8233906495952431,0
-1.1378667712148631,-0.3330768071206868,-1.335991038175241,-1.3089763344591874,-0.5132405445028562,-1.4074586346629705,-1.5446341823539596,-1.0471395940521724,0
-1.4634558527876833,-0.44911266569007724,-1.3666006465256149,-1.309116354774018,-0.4193271682167912,-1.2455633773405042,-1.5763500019113568,-1.613677410626039,0
-1.6113858089180135,-0.5623568936835619,-1.3996699499320082,-1.308563728679951,-0.3128903484511647,-1.2947724272328343,-1.6430064330224694,-1.7571284621264542,1
-0.9928500549985062,-0.5941673536629085,-1.418992146944014,-1.308067419861787,-0.27237867840943797,-1.294897039210274,-1.1661820333025492,-1.060749450841464,0
-1.0483203540555348,-0.6217036108121603,-1.4381473833198406,-1.3105801388546654,-0.23338433334867253,-1.3761291934181212,-1.241467199495866,-0.6217051453813986,0
-1.193581436277859,-0.6588178908889621,-1.4598644402436878,-1.3132855704496693,-0.2018617918294121,-1.4426468698796227,-1.4388141048593908,-0.7956721736347069,0
-1.416403979729793,-0.7168723531127174,-1.4867389255073402,-1.315106614257012,-0.1383362816277255,-1.4296693898110069,-1.7256211967246682,-1.1280533846669742,1
-0.9463489044547522,-0.7158083690600319,-1.5029408564867355,-1.3169694480274077,-0.07956852612485882,-1.4532283343158394,-1.0535317102429473,-0.8610773885877956,1
-0.4632879448082811,-0.6612616801310405,-1.5080161680450848,-1.3166206830853455,-0.12002620178643937,-1.478000258111779,-0.303306300618935,-0.4769756468296451,1
-0.14137764653273224,-0.5769420356165679,-1.505382397122467,-1.315183436657178,-0.23749334285345577,-1.536525811554442,0.26234028157932515,-0.1670948384018059,1
-0.11914344931562175,-0.5030486262384811,-1.5024924906353843,-1.3153028971309384,-0.34624544807927665,-1.6604126123574638,0.3020271739948894,0.12901858466685778,0
-0.40938058145721967,-0.4735549320113451,-1.5066217366263823,-1.316482933518097,-0.4108840500687446,-1.7023569091856237,0.09200919731531539,0.24593160248976673,0
-0.7266951818657608,-0.4863607231515118,-1.518572207646843,-1.3189349442111296,-0.40735551682707544,-1.6547134654863465,-0.6635835292026191,0.16052961162337387,0
-0.8362510141839203,-0.506794694310447,-1.532401639906863,-1.3222406602410455,-0.3726727318053479,-1.7432042460273,-0.8712745685014749,-0.2584107922918718,1
-0.705993933790472,-0.506615297688019,-1.542530756620085,-1.3269012328636232,-0.39545260321193837,-1.827250765903047,-0.4781290999928128,-0.13480596210496318,1
0.14879226943392415,-0.41047558657753874,-1.5329590992665907,-1.32761305751416,-0.536747870543488,-1.6444237168773237,1.3506819596868374,0.5763067824934148,1
0.7185268753327607,-0.24655949766697002,-1.5068559202857317,-1.325512342415616,-0.5355131231065531,-1.4509869887547509,1.2595598995037374,1.3502502675497428,0
0.5517499043476345,-0.13473312994391226,-1.4869656446881898,-1.3264634299937343,-0.5343685872953721,-1.533094092630143,1.01936292527062,0.9696993768296476,0
0.5295095741371758,-0.04915409175687765,-1.4694514772388927,-1.328984575375235,-0.5400592890824755,-1.585998936292994,0.9883112709587822,0.6503084996502195,1
0.5711465808550978,0.023176484416435092,-1.4523883766896475,-1.3310929508270712,-0.5453355153454511,-1.6831191396412741,1.0667433594457587,0.46259914464682944,1
0.8813911868088738,0.12489003465957352,-1.427417426295051,-1.329979518475954,-0.5198428397353557,-1.6825679837099117,1.4983053887539657,0.7328348476932317,0
0.6553198407458916,0.18077896697316836,-1.4091601190917382,-1.330148784925322,-0.4671999461290186,-1.7067823818948216,0.9572168435459427,0.8135147220939499,0
0.35602955197861347,0.1919620047784844,-1.3986503090931246,-1.3323231625282976,-0.495445539721394,-1.7428294914059708,0.5886137711939343,0.891604338578063,1
0.456653884966475,0.21043431351780065,-1.3864539854544458,-1.33654820302857,-0.5570754948940319,-1.7845271696849805,0.7534748170125107,1.0712976240084555,1
0.7585587614231514,0.2631146007763961,-1.3668498373952225,-1.3386601350730059,-0.5562127073169787,-1.8227470990533416,1.279161949097404,1.2569864551858676,0
0.6364366718203032,0.2891591188519049,-1.3513691385152997,-1.3421660872663161,-0.5568060628487904,-1.9250774953445582,1.1407442358556208,0.5953023238030837,0
0.5559724072043364,0.297997480407531,-1.3388079873130811,-1.3464736407149147,-0.5772304754364853,-1.9943942342794847,1.0520889643068965,0.02880166674553367,1
0.785444898893867,0.3301294827263756,-1.3213329587422777,-1.3473772477818182,-0.5500501698649053,-1.9730189198375003,1.2888957344291407,0.31748100875998214,0
0.4820925174314732,0.32458554916766613,-1.310795771788342,-1.3492364018467935,-0.5690452696818672,-1.930901258375742,0.7808375615891171,0.17730442697785315,1
0.8590382972936981,0.36568739035937436,-1.2909432664418894,-1.3501262886737821,-0.5473210620313845,-1.88163591382883,1.4021325509912799,0.4431940172687139,0
0.6189786556026798,0.3717158203457746,-1.2772408297493012,-1.3513255443401841,-0.5271620228100935,-1.9661255091701877,0.7984054334357528,0.03808611420057115,1
1.039609148102091,0.4334734919059517,-1.2520399575903889,-1.3474648083557959,-0.43120848681200125,-1.886761171773555,1.362851359629846,0.5367186984598561,0
0.9627234316999433,0.46914288055425757,-1.230582892457054,-1.3424537882492726,-0.3318104229528257,-1.936985397141326,1.092104322936991,0.6784555177748931,0
0.6086021407249841,0.4597134065462193,-1.2174822845444124,-1.3394593561470938,-0.33417846886442815,-1.922150888376261,0.5086123741050645,0.41299392026663945,0
-0.043683800260859454,0.3789251067829818,-1.2193455108948619,-1.3364489740950227,-0.4791042362041398,-1.70949138960434,-0.7591461633972334,-0.23558667853698903,1
0.8078870310099076,0.4398960918532844,-1.1944357255510292,-1.3273627281119114,-0.5172645731553378,-1.3272195571021075,1.1590688822299513,0.5987705133018217,1
1.554089059741212,0.6718700932435356,-1.1328795700739558,-1.3098324473356755,-0.38253688380467565,-0.7294268669040901,1.3283572577663807,1.7732253259436916,0
1.2832224882834957,0.8099704921604367,-1.0843101536295048,-1.2949165220254726,-0.25035541980369036,-0.7007873800717649,0.9413604744373059,1.3774384547121536,0
1.1667603038757806,0.8927481816963491,-1.0434340397948014,-1.2826837038521053,-0.1958973712592288,-0.6935477852109052,0.8155118656862399,1.4517480862662082,0
0.7597919471653837,0.8920117803305745,-1.0175557665417199,-1.274432108077059,-0.1953426858016395,-0.4662436965773288,0.3599396378692584,0.8187534988140376,0
0.7524596515864396,0.879061426046866,-0.9943449048516585,-1.265877928346946,-0.22706337532928103,-0.5270427572859941,0.351619286991604,0.9404219343086933,1
1.0455149839213607,0.9242512160092721,-0.9597045476792152,-1.2565209983085506,-0.21230622659410853,-0.4132381745368148,0.9111959007792689,0.946757025950444,0
0.690450616264665,0.9010079952635263,-0.9379721539923505,-1.2491257753148381,-0.1986069023427431,-0.33756091418324813,0.5169961658646068,0.7147917705689547,1
0.9428834336064181,0.9286029793768574,-0.9065709533055971,-1.236162993868672,-0.1378875991108888,-0.4012612338139077,0.9985648677571052,1.2364241839033783,0
0.8581717450730261,0.9274098567704773,-0.8804167306198138,-1.220026336544442,-0.08151866311135579,-0.5774402755126258,0.905997662516658,1.594005234493716,0
0.4920297829318741,0.865810716374754,-0.866767960741285,-1.2063364234203562,-0.0946501655724688,-0.6568755396600964,0.4951545844654556,0.5088599928088844,1
0.5994164653942293,0.8273764637556823,-0.8501343519892145,-1.192618919345214,-0.12701854095207485,-0.7393360292991715,0.6709332226261424,-0.44642513367615205,0
0.29092685062975787,0.7446694325974108,-0.8436796433645796,-1.1805253828097542,-0.20826133858445867,-0.7520717572605901,0.3183378834809854,-0.4892900223844058,0
-0.3834376949071208,0.5602849503439137,-0.8603533872369991,-1.1724812184585176,-0.34717432841434387,-0.5893388404777227,-1.0642327584979447,-1.0163036586784313,1
-0.054250694923507196,0.46439855633327054,-0.8639288430788595,-1.161310932324477,-0.4761440061805992,-0.5992542824843384,-1.0056650183425901,-0.40987690386973297,1
0.2089875578377787,0.43188847433650746,-0.8570984691402025,-1.1460240133684592,-0.5883640586612426,-0.5726802080226602,-0.37703638553182905,-0.12849321149174528,0
0.06083695397658994,0.37614830239625063,-0.8558625067756789,-1.129568206575166,-0.6925537982960924,-0.6514742906174599,-0.576176057661496,-0.6283225651706362,1
0.15157677818821777,0.3430588031487934,-0.8514483004704273,-1.111270207927761,-0.7344751735115884,-0.6525967003813489,-0.3498499702810595,-0.28312045111862294,0
-0.0012303718542558935,0.2887430250316463,-0.8522209482859345,-1.0962364362896684,-0.8517564790288761,-0.6512219710848243,-0.49428839928845225,-0.7235838230910941,0
-0.3890758154309686,0.17807647358991616,-0.8659516863881783,-1.0836158537684561,-0.9277373192885306,-0.5730733051278584,-1.4848622917274297,-1.0157494151768434,1
0.9419581666912293,0.38151239837274575,-0.8182619849352577,-1.0572919661840994,-0.8592860746664261,0.325239740898391,1.4044855136430026,0.8860101729315523,1
1.222748453499762,0.6327173544808432,-0.7551610500937503,-1.0251937179667865,-0.7237227572302909,0.46705517904712457,1.297763107425744,1.3059970109064125,0
0.9371999552096563,0.7702445949304041,-0.7084899307712093,-0.9970330144548247,-0.6317001426182635,0.3560476805118351,0.9146221791572112,1.2712220708021131,1
1.003100593301558,0.8894044138655044,-0.661877679952152,-0.969976578228433,-0.5611616609691804,0.2544225203423094,1.0758912220732877,2.0716413360959374,1
1.0221512733617064,0.97734920936064,-0.6184876776829311,-0.9441967398782952,-0.4930940624717135,0.09721339902742333,1.1206396469231823,1.7528397209933206,1
1.155534287906123,1.0749774985615157,-0.5708127559194466,-0.9167362884117172,-0.401509087408794,-0.027974832503505853,1.420243270131917,1.6838163118178502,0
0.8834210474466601,1.0958032017714767,-0.5363237211431642,-0.8896798248269213,-0.301090136951268,-0.007895231245382496,0.9619270186778213,1.5927675109774,1
1.1601264754083622,1.1807006206149675,-0.48825945154533945,-0.8572961053366281,-0.19886045947120112,0.01896653546733286,1.4582528345443673,1.959098823766297,0
1.0577201249876067,1.2169508491122427,-0.4479672790199611,-0.8249500857278985,-0.10295842915701864,-0.10401147082072036,1.341034100165138,2.0152587543420473,0
0.8525645691363575,1.1993306098217822,-0.41785075132705135,-0.7944570235054977,-0.05830586289390957,-0.12925772012630612,1.1267261362109553,2.2399178804470683,0
0.7670218377892942,1.1578945124646884,-0.393213873097424,-0.7684994102421565,0.005232417497380643,-0.05602094247763135,0.9071194062819111,0.43177821070700595,1
0.8650350764037039,1.1344038906823093,-0.36613154284259103,-0.7452296644780553,0.019939859749932207,-0.10983118370559361,1.0616111649763065,0.03318103364869657,0
0.7943874465846146,1.0923255997538028,-0.34358071281512537,-0.7215828788607199,0.05588267819457185,-0.18396645908657133,0.9986698474527556,0.2531430387915313,1
1.1630429462116076,1.1355272856538798,-0.3047710736266767,-0.6939231214165041,0.16886769266458138,0.08363074992516674,1.0245933456833274,0.6112969784066373,0
1.0453000484031114,1.139995832033713,-0.272776098943333,-0.667184466738946,0.273778480443713,-0.07924757230470958,0.4780070177206582,0.4991536307026108,1
1.420437532079385,1.2338476244027232,-0.22240472049587068,-0.6379195506582221,0.4216949534543779,0.1576635513303802,1.4326445059673296,0.8234075271622168,0
0.7968316741757749,1.2037489016025216,-0.1949328378941497,-0.6115794942567361,0.5590415973730524,0.21861812834937927,0.37978350671929284,0.5903201886782523,0
0.7696850846802389,1.1611476132872767,-0.17091401375098336,-0.5841406012129962,0.6663122612690604,0.09105279459916105,0.23899706776778223,0.13227008156297224,0
0.4015251804005714,1.0570182326756563,-0.16071844133831711,-0.5597235397136585,0.6577377469882661,0.06492480541874186,-0.6835439578416658,-0.07734200398925903,1
0.5261326516750542,0.9887757322303338,-0.14604287639034785,-0.5359690030197384,0.6498877301757311,-0.05117595162947685,-0.3084505804010783,0.22232332265368598,1
0.5785523357125765,0.9338360249980003,-0.13050853244975988,-0.5112556773567992,0.6105246511357109,-0.13964889801572652,-0.16030530758626615,0.34737702751310223,0
0.2673108435581393,0.8335190157080299,-0.1257583749068696,-0.48821217191968197,0.4566703267519796,0.004897204060973453,-0.7408619758643517,-0.012413307128938449,1
0.4013677260723226,0.769325310699714,-0.11631389943964751,-0.46537336206591,0.3657227526799839,-0.08226302256405787,-0.3946983903092065,0.16812545853374442,1
0.712344482253963,0.771658288850797,-0.09494010052924755,-0.4386885624078412,0.3345573116917916,-0.10036002893473228,0.46815557313483214,0.024106332721957453,0
0.676776499631572,0.7587721353453297,-0.07656530073193019,-0.41440076937032055,0.3116215104111855,-0.2027186285366611,0.4033581635739131,0.0782694311662973,0
0.40453441170465426,0.7029262101844682,-0.06729297625842433,-0.39077013889091256,0.21232847827591503,-0.22816157128433517,-0.091164337582885,-0.6261848314092027,0
-0.09208583227900258,0.5764421856020754,-0.07396354720262663,-0.37305927896500024,0.03612088118424597,-0.16526776881918048,-1.1040747762454899,-0.56205476590898,1
0.2722410374072258,0.533407473453996,-0.06691654293353769,-0.35228349800741204,-0.0952080955133556,-0.10444946218401477,-0.2241715979754583,-0.21617646591661696,0
0.19761261354541143,0.48125722137384186,-0.06282250163312916,-0.33065127587248005,-0.1768887691452915,-0.179931551509134,-0.3776448449739864,0.015379962200557845,0
-0.07500112977808186,0.39236747115448545,-0.06758627664019523,-0.30790402091976093,-0.3449754945891729,-0.1987872035925947,-0.9112240400102203,-0.3340537628898844,1
-0.020484028486103777,0.325572225422382,-0.07014713537679684,-0.2904355701379607,-0.5010542673043085,-0.34728349367942124,-0.5584288930974113,-0.3460620732729267,1
0.1033002783351471,0.2872441076069554,-0.06858494492129127,-0.28043280392096576,-0.5928498517081975,-0.4131522944157381,-0.223710495335075,-0.015830346160840298,1
0.14730314624334787,0.2592815712303423,-0.06582781054634299,-0.26863094901633333,-0.7093253252622742,-0.443382006696701,-0.10776545124637708,-0.11174161176101918,0
-0.20790692164500207,0.18568422041067323,-0.07306898154844482,-0.25824578069879833,-0.8258341818727548,-0.5299366907007254,-0.947825351421366,-0.6696028765436606,0
-0.4990032991124188,0.08137919176990231,-0.08849418182076252,-0.24738657330445962,-0.9057848257864493,-0.5339407336894987,-1.6362502025509462,-0.8662077539235221,0
-0.9363911198582173,-0.07846286089511671,-0.11801716757276308,-0.2397915792402312,-0.8874048719035467,-0.4936735888010395,-1.6512258168278573,-1.0781976333928518,1
-0.7154478924933312,-0.1766730113301461,-0.13912542695964394,-0.2339041189625875,-0.8089033988718216,-0.37121318574845763,-0.7682258555517264,-0.5705877802022794,0
-0.7314980030075413,-0.25554535623591623,-0.15878114692489062,-0.22609367746199613,-0.7693479402482936,-0.4498725175880486,-0.7952201617504551,-0.9046456536495886,0
-0.9605522498135556,-0.35487139089407077,-0.18460186947690127,-0.22248470719610114,-0.6952860674047413,-0.48231273043963696,-1.1198450163009777,-1.051366041993872,1
-0.692350653501799,-0.39930092014819435,-0.20170115533683128,-0.21706586903114825,-0.6724001427929804,-0.5230688676878441,-0.7844687692357899,-0.687543321179662,0
-0.7169016196741282,-0.4346143662692043,-0.2179579551336205,-0.20968634976168551,-0.6511490411607282,-0.5744477130632857,-0.8265636380365861,-0.7504501374906708,1
0.08659191977187412,-0.35485257514129814,-0.21142039032314006,-0.19870324983203672,-0.7578504689010797,-0.39208390215519784,0.3112632862338137,-0.30984815856938674,0
-0.24308986264844756,-0.337299152310747,-0.21529184321843808,-0.18797332457871574,-0.8569299074877224,-0.36581581115700085,-0.06280894790864404,-0.5894487247898419,0
-0.7018197959844517,-0.39850602619826825,-0.2346911562829998,-0.17583753298732369,-0.8889448100517443,-0.3394898676472292,-0.9952401612088402,-0.7521200668563235,0
-1.178690198235442,-0.5450985038994003,-0.27313399241107167,-0.1705856768449532,-0.8178847172036494,-0.22321182406684006,-1.699497876752534,-1.0683570151712245,0
-1.2453452821782915,-0.6710423929169969,-0.3112114963074357,-0.16817251508647657,-0.739860377911385,-0.32839276312618176,-1.721323781963934,-0.7656242071740661,0
-1.248033758176184,-0.763906393678243,-0.34578941056204515,-0.16473593012807494,-0.6482360824184015,-0.3202089986442662,-1.4955818463708836,-0.9100921291767353,0
-1.6859959267796547,-0.9426455049800877,-0.4003231900998564,-0.16693903405589883,-0.4818109252195505,-0.09075418560016651,-1.5748642343141737,-1.5017105865930092,0
-1.8151279658162922,-1.113250580820738,-0.4578776985153348,-0.1698746866257577,-0.31172832314465987,-0.22134730304747277,-1.6948861699600488,-1.5204515736575466,0
-1.8835010000186487,-1.2572252599188007,-0.5144129931462676,-0.1709896784059375,-0.14420160419201994,-0.3764456922492842,-1.7444749074035983,-1.7893806126522571,1
-1.572121754849554,-1.3217745031156158,-0.5583636223875671,-0.18334633439780543,-0.045565691210872505,-0.41896294741872986,-1.4764938891505148,-1.5823461309029212,0
-1.5966784213918588,-1.3649372004457885,-0.5994468979035139,-0.20022229789001011,-0.029279216300677903,-0.3695094827589693,-1.5255625574276481,-2.1189385463167967,0
-1.7164094482152652,-1.4155999405939397,-0.6430065113016287,-0.21624180652566896,0.010964142696160549,-0.5415746675397592,-1.7502844715610604,-2.055472204922654,0
-1.7374614562303599,-1.445823174461945,-0.6835330676972945,-0.23343014828179381,0.06051051020010481,-0.6481819599502786,-1.6850739466838125,-1.7057761878771145,1
-1.581643692529161,-1.4392718629059564,-0.717132308154526,-0.2502253087259607,0.12124781241151816,-0.6741893793383499,-1.4601767963076762,-1.1026079777015607,0
-1.6655325669413528,-1.4377632507553428,-0.7513852178165764,-0.2696275199421278,0.17764663628159616,-0.8626762748727175,-1.5802834144227609,-1.121981894493969,0
-1.6926149940987512,-1.4273544788381238,-0.7835929590389823,-0.28745150687113186,0.2084329454370565,-0.9777647177632842,-1.6121751939598037,-1.1516738285446577,1
-1.1953007716685926,-1.359234125453778,-0.8035301070914573,-0.30690222453868543,0.12976317807874665,-0.8888796775261948,-1.1063377489405621,-0.2786375852825413,1
-0.8963007551738704,-1.2620175958462252,-0.8155089729907232,-0.324386844137615,0.0650498363019577,-0.92041227245354,-0.6036770436830862,0.12185241444359193,0
-1.2161397755672765,-1.227256270912987,-0.8375277823020572,-0.3429002902213817,0.020711773866332717,-0.9303577024103646,-1.276655394775309,-0.06759054226735299,0
-1.4274715227960242,-1.2283356722801875,-0.8658668628179266,-0.36264724469413145,0.03341107686921053,-0.9047936408112619,-1.4452224534698144,-0.5066690884838063,0
-1.9514869813128677,-1.3492984765741765,-0.9187364838123835,-0.3891973862846743,0.149811743310473,-0.6471179145747601,-1.7480585720898894,-1.2369430779272348,1
-1.8355127863101797,-1.4180318670959757,-0.9641368759415051,-0.4148156322179385,0.2677011917958394,-0.5808839316295019,-1.4687982495995444,-0.9962429352776782,0
-1.9060141973238856,-1.476739850216838,-1.0092700253352391,-0.44520634664866654,0.4233109321790164,-0.4140125901523622,-1.0731319503095864,-1.081239315263022,1
-1.3853665373220256,-1.4539170596291262,-1.0392028450705564,-0.4726183053430601,0.5196255177994626,-0.4765635502849022,-0.6002988896447441,-0.8552925212209248,1
-1.1677935501057286,-1.3968032342094263,-1.0613916916335937,-0.5035422624381842,0.5620247484797032,-0.6458144935449006,-0.2206757020815896,-0.6102819454405429,0
-1.308874694254527,-1.366187761632254,-1.0873746780871747,-0.5318753238992366,0.6133597888022589,-0.7725259012190281,-0.5075259526536319,-0.7448777160114852,1
-1.128388343691617,-1.3087944418858954,-1.1069786974291729,-0.5592011036190855,0.6752867409974187,-0.8162352015517381,-0.3179359140166923,-0.8860603324935525,0
-1.236346434348966,-1.2704246887477963,-1.1288736141138227,-0.5849594109047891,0.7301136595559709,-0.9196565988187854,-0.5198378467871761,-1.165179990767202,1
-1.1235009971326844,-1.2159665922259362,-1.1464014809330723,-0.6113910358865288,0.7810243377849297,-1.0819080536911485,-0.4090370524517735,-0.7995131795107638,0
-1.319842839649525,-1.1958032308931636,-1.1694603787181275,-0.6398318347449641,0.8527311924071036,-1.1605529313227432,-0.7586723355250452,-0.7727417943067633,0
-1.4011367854921992,-1.182692973662773,-1.1934163315316129,-0.6669529325606683,0.9319425480165676,-1.2997976121728565,-0.8823849207147259,-0.08054003264165834,1
-1.3480627934648988,-1.1555827756164352,-1.214152604901962,-0.6949681714352799,1.0242748197652485,-1.3377442920862497,-0.8127727667216661,-0.12491778677009988,1
-1.071279751988737,-1.0986338165272849,-1.2280461989041838,-0.7246747889585514,0.9828917579013745,-1.2975819014609402,-0.40285813312233804,0.14109096354102857,1
-0.6688682187899602,-1.0054683471699346,-1.2329853101669548,-0.7525553971240411,0.9487820573360244,-1.2762370238730916,0.919299606032273,0.04164925749109001,0
-0.9120416584671034,-0.9560159290484518,-1.2443753994199203,-0.7803444093508719,0.9171087766607214,-1.376285888233496,0.5827466901430106,-0.30404548979567037,1
-0.5978898688289225,-0.8772784298935838,-1.2484691981150173,-0.8036141551149732,0.8251493420620856,-1.3749365306291235,1.0516398044482318,0.05077471898473344,0
-0.8617250951202936,-0.8430661101935473,-1.25960164480586,-0.8312415886041338,0.7808524460600965,-1.3596659623697551,-0.24440653373566995,-0.281653677058738,0
-0.8872805700430715,-0.8114607967153825,-1.2704091401103175,-0.8585404476538396,0.7458116185474758,-1.4687377639419108,-0.3475469978435361,-0.182047720983827,1
-0.8513914543395271,-0.7755758408986395,-1.279553475571066,-0.8839055599483819,0.6574548123020181,-1.551652746020897,-0.25863124748084426,-0.2300906345972426,0
-0.9449346416539002,-0.7515959968117524,-1.290235516560594,-0.9101540340904112,0.5754092292261431,-1.652328389275158,-0.5964930357305078,-0.08955898653284387,1
-0.06763555735416435,-0.6428026550927362,-1.2829641475469045,-0.9336284617586571,0.3616671997012139,-1.5278253801392117,1.3854755680614381,0.5066236749944263,0
-0.26724723699792613,-0.5738554113050821,-1.280974232752485,-0.9583633321652324,0.1568371174019885,-1.5867024176955298,0.7523953660755404,0.3415429916000235,0
